,Index,Organism,Species,Type (Viral),Enveloped (Viral),Strain,Medium,Medium (specific),wavelength [nm],Light source,k1 [cm2/mJ],k2 [cm2/mJ],% resistant,Log-reduction dose [mJ/cm2],,k1 error,k2 error,Ref,Full Citation
,34,Bacteria,Escherichia coli,,,0157:H7,Liquid,water,222,,3.39,,,0.68,,,,50,"Ha JW, Lee JI, Kang DH. Application of a 222-nm krypton-chlorine excilamp to control foodborne pathogens on sliced cheese surfaces and characterization of the bactericidal mechanisms. Int J Food Microbiol. 2017 Feb; 243:96-102. DOI:10.1016/j.ijfoodmicro. 2016.12.005"
,59,Bacteria,Escherichia coli,,,DSM9495,Liquid,NaCl sol .,254,,3.60,,,0.64,,,,49,"Clauss M, Grotjohann N. Comparative mutagenesis of Escherichia coli strains with different repair deficiencies irradiated with 222-nm and 254-nm ultraviolet light. Mutat Res. 2009 Mar;673(2):83-6. DOI: 10.1016/j.mrgentox.2008.11.015"
,39,Bacteria,Escherichia coli,,,OH157:H7 acid-adapted,Liquid,PBS,222,,3.77,,,0.61,,,,53,"Kang JW, Kang DH. Increased Resistanceof Serovar Typhimuriumand O157:H7 to 222-Nanometer Krypton-Chlorine Excilamp Treatment by Acid Adaptation. Appl Environ Microbiol. 201903;85(6).DOI: 10.1128/AEM.02221-18"
,405,Bacteria,Escherichia coli,,,O157:H7,Aerosol,,280,LED,4.71,,,0.49,,0.9,,101,"Kim DK, Kang DH. UVC LED Irradiation Effectively Inactivates Aerosolized Viruses, Bacteria, and Fungi in a Chamber-Type Air Disinfection System. Appl Environ Microbiol. 2018 Aug 17;84(17):e00944-18. doi: 10.1128/AEM.00944-18. PMID: 29959245; PMCID: PMC6102977."
,38,Bacteria,Escherichia coli,,,OH157:H7,Liquid,PBS,222,,4.80,,,0.48,,,,53,"Kang JW, Kang DH. Increased Resistanceof Serovar Typhimuriumand O157:H7 to 222-Nanometer Krypton-Chlorine Excilamp Treatment by Acid Adaptation. Appl Environ Microbiol. 201903;85(6).DOI: 10.1128/AEM.02221-18"
,97,Virus,Phage P22,dsDNA,No,,Aerosol,RH 55%,222,Filtered KrCl (USHIO),3.00,,,0.77,,,,106,"Huihui Zhang and Alvin C. K. Lai. Evaluation of Single-Pass Disinfection Performance of Far-UVC Light on Airborne Microorganisms in Duct Flows. Environmental Science & Technology 2022 56 (24), 17849-17857. DOI: 10.1021/acs.est.2c04861 "
,26,Bacteria,Escherichia coli,,,K12AB2463,Liquid,-,216,,6.58,,,0.35,,,,48,"Gurzadyan GG, Görner H, Schulte-Frohlinde D. Ultraviolet (193,216 and 254 nm) photoinactivation of Escherichiacoli strainswith different repairdeficiencies.RadiatRes. 1995Mar;141(3):244-51"
,439,Bacteria,E. coli,,,,Aerosol,,298,LED,6.81,,,0.34,,0.83,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,54,Bacteria,Escherichia coli,,,K12AB1886,Liquid,-,216,,12.79,,,0.18,,,,48,"Gurzadyan GG, Görner H, Schulte-Frohlinde D. Ultraviolet (193, 216 and 254 nm) photo inactivation of Escherichiacoli strains with different repair deficiencies. RadiatRes. 1995Mar;141(3):244-51"
,82,Bacteria,Listeria monocytogenes,,,-,Liquid,water,222,,0.17,,,13.36,,,,60,"Shin M, Kim SS, Kang DH. Combined treatment with a 222-nm krypton-chlorine excilampanda 280-nm LED-UVC for inactivation of Salmonella Typhimurium and Listeria monocytogenes.LWT.2020;131:109715. DOI: 10.1016/j.lwt.2020.109715"
,83,Bacteria,Listeria monocytogenes,,,-,Liquid,water,222,,0.64,,,3.58,,,,61,"Kim SS, Shin M, Kang JW, Kim DK, Kang DH. Application of the 222nm krypton-chlorine excilamp and 280nm UVC light-emitting diode for the inactivation of Listeria monocytogenes and Salmonella Typhimuriumin water with variousturbidities.LWT. 2020;117:108458. DOI: 10.1016/j.lwt.2019.108458"
,84,Bacteria,Listeria monocytogenes,,,-,Liquid,water,222,,2.24,,,1.03,,,,62,"Ha JW, Kang DH. Effect of intermittent 222 nm krypton-chlorine excilamp irradiationon microbial inactivation in water. FoodControl.2018;90:146-51.DOI:10.1016/j.foodcont.2018.02.025"
,85,Bacteria,Listeria monocytogenes,,,-,Liquid,water,254,,0.26,,,8.7,,,,60,"Shin M, Kim SS, Kang DH. Combined treatment with a 222-nm krypton-chlorine excilampanda 280-nm LED-UVC for inactivation of Salmonella Typhimurium and Listeria monocytogenes.LWT.2020;131:109715. DOI: 10.1016/j.lwt.2020.109715"
,86,Bacteria,Listeria monocytogenes,,,-,Surface,cheese,222,,1.57,,,1.47,,,,50,"Ha JW, Lee JI, Kang DH. Application of a 222-nm krypton-chlorine excilamp to control foodborne pathogens on sliced cheese surfaces and characterization of the bactericidal mechanisms. Int J Food Microbiol. 2017 Feb; 243:96-102. DOI:10.1016/j.ijfoodmicro. 2016.12.005"
,87,Bacteria,Listeria monocytogenes,,,-,Surface,apple,222,,0.01,,,154.36,,,,58,"Kang JW, Kang DH. Decontamination Effect of the Spindleand 222-Nanometer Krypton-Chlorine Excimer Lamp Combination against Pathogens on Apples( Borkh.) and Bell Peppers ( L.).Appl Environ Microbiol. 2019 06;85(12).DOI:10.1128/AEM.00006-19"
,88,Bacteria,Listeria monocytogenes,,,-,Surface,bell pepper,222,,0.02,,,145.65,,,,58,"Kang JW, Kang DH. Decontamination Effect of the Spindleand 222-Nanometer Krypton-Chlorine Excimer Lamp Combination against Pathogens on Apples( Borkh.) and Bell Peppers ( L.).Appl Environ Microbiol. 2019 06;85(12).DOI:10.1128/AEM.00006-19"
,89,Bacteria,Listeria monocytogenes,,,-,Surface,cheese,254,,0.87,,,2.64,,,,50,"Ha JW, Lee JI, Kang DH. Application of a 222-nm krypton-chlorine excilamp to control foodborne pathogens on sliced cheese surfaces and characterization of the bactericidal mechanisms. Int J Food Microbiol. 2017 Feb; 243:96-102. DOI:10.1016/j.ijfoodmicro. 2016.12.005"
,90,Bacteria,Pseudomonas aeruginosa,,,DSM1117,Liquid,-,222,,1.16,,,1.99,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,91,Bacteria,Pseudomonas aeruginosa,,,-,Liquid,PBS,222,,1.34,,,1.72,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,92,Bacteria,Pseudomonas aeruginosa,,,ATCC27853,Liquid,-,222,,1.17,,,1.97,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,93,Bacteria,Pseudomonas aeruginosa,,,PAO1,Liquid,PBS,222,,0.70,,,3.3,,,,34,"Lakretz A, Ron EZ, Mamane H. Biofouling control in water by various UVC wavelengths and doses. Biofouling. 2010;26:257-67. DOI: 10.1080/08927010903484154"
,94,Bacteria,Pseudomonas aeruginosa,,,DSM1117,Liquid,-,254,,2.88,,,0.8,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,95,Bacteria,Pseudomonas aeruginosa,,,ATCC27853,Liquid,-,254,,2.99,,,0.77,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,96,Bacteria,Pseudomonas aeruginosa,,,PAO1,Liquid,PBS,254,,1.01,,,2.27,,,,34,"Lakretz A, Ron EZ, Mamane H. Biofouling control in water by various UVC wavelengths and doses. Biofouling. 2010;26:257-67. DOI: 10.1080/08927010903484154"
,332,Virus,Polyomavirus,dsDNA,No,-,Liquid,PBS,225,,0.02,,,106.53,,,,30,Rauth AM. The Physical State of Viral Nucleic Acid and the Sensitivity of Viruses to Ultraviolet Light. Biophysical Journal. 1965;5:257-73. DOI: 10.1016/S0006-3495(65)86715-7
,364,Virus,Phage Phi6,dsRNA,Yes,-,Liquid,,282,LED,0.03,,,92.10,,0,,96,"Ma, Ben, Yarrow S. Linden, Patricia M. Gundy, Charles P. Gerba, Mark D. Sobsey, and Karl G. Linden. “Inactivation of Coronaviruses and Phage Phi6 from Irradiation across UVC Wavelengths.” Environmental Science & Technology Letters 8, no. 5 (May 11, 2021): 425–30. https://doi.org/10.1021/acs.estlett.1c00178."
,97,Bacteria,Salmonella Typhimurium,,,-,Liquid,PBS,222,,0.55,,,4.18,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,98,Bacteria,Salmonella Typhimurium,,,LT2 SL3770,Liquid,water,222,,1.14,,,2.02,,,,26,"Chen RZ, Craik SA, Bolton JR. Comparison of the action spectra and relative DNA absorbance spectra of microorganisms: information important for the determinationof germicidal fluence (UV dose) in an ultraviolet disinfectionofwater. WaterRes.2009 Dec;43(20):5087-96. DOI: 10.1016/j.watres. 2009.08.03"
,99,Bacteria,Salmonella Typhimurium,,,-,Liquid,water,222,,0.30,,,7.67,,,,60,"Shin M, Kim SS, Kang DH. Combined treatment with a 222-nm krypton-chlorine excilampanda 280-nm LED-UVC for inactivation of Salmonella Typhimurium and Listeria monocytogenes.LWT.2020;131:109715. DOI: 10.1016/j.lwt.2020.109715"
,100,Bacteria,Salmonella Typhimurium,,,-,Liquid,water,222,,1.19,,,1.93,,,,61,"Kim SS, Shin M, Kang JW, Kim DK, Kang DH. Application of the 222nm krypton-chlorine excilamp and 280nm UVC light-emitting diode for the inactivation of Listeria monocytogenes and Salmonella Typhimuriumin water with variousturbidities.LWT. 2020;117:108458. DOI: 10.1016/j.lwt.2019.108458"
,101,Bacteria,Salmonella Typhimurium,,,-,Liquid,water,222,,2.56,,,0.9,,,,62,"Ha JW, Kang DH. Effect of intermittent 222 nm krypton-chlorine excilamp irradiationon microbial inactivation in water. FoodControl.2018;90:146-51.DOI:10.1016/j.foodcont.2018.02.025"
,102,Bacteria,Salmonella Typhimurium,,,-,Liquid,PBS,222,,1.83,,,1.26,,,,53,"Kang JW, Kang DH. Increased Resistanceof Serovar Typhimuriumand O157:H7 to 222-Nanometer Krypton-Chlorine Excilamp Treatment by Acid Adaptation. Appl Environ Microbiol. 201903;85(6).DOI: 10.1128/AEM.02221-18"
,103,Bacteria,Salmonella Typhimurium,,,acid -adapted,Liquid,PBS,222,,1.17,,,1.97,,,,53,"Kang JW, Kang DH. Increased Resistanceof Serovar Typhimuriumand O157:H7 to 222-Nanometer Krypton-Chlorine Excilamp Treatment by Acid Adaptation. Appl Environ Microbiol. 201903;85(6).DOI: 10.1128/AEM.02221-18"
,104,Bacteria,Salmonella Typhimurium,,,-,Liquid,apple juice,222,,0.01,,,185.55,,,,53,"Kang JW, Kang DH. Increased Resistanceof Serovar Typhimuriumand O157:H7 to 222-Nanometer Krypton-Chlorine Excilamp Treatment by Acid Adaptation. Appl Environ Microbiol. 201903;85(6).DOI: 10.1128/AEM.02221-18"
,105,Bacteria,Salmonella Typhimurium,,,acid -adapted,Liquid,apple juice,222,,0.01,,,377.42,,,,53,"Kang JW, Kang DH. Increased Resistanceof Serovar Typhimuriumand O157:H7 to 222-Nanometer Krypton-Chlorine Excilamp Treatment by Acid Adaptation. Appl Environ Microbiol. 201903;85(6).DOI: 10.1128/AEM.02221-18"
,106,Bacteria,Salmonella Typhimurium,,,LT2 SL3770,Liquid,water,232,,0.58,,,4,,,,26,"Chen RZ, Craik SA, Bolton JR. Comparison of the action spectra and relative DNA absorbance spectra of microorganisms: information important for the determinationof germicidal fluence (UV dose) in an ultraviolet disinfectionofwater. WaterRes.2009 Dec;43(20):5087-96. DOI: 10.1016/j.watres. 2009.08.03"
,107,Bacteria,Salmonella Typhimurium,,,-,Liquid,PBS,254,,0.64,,,3.58,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,108,Bacteria,Salmonella Typhimurium,,,LT2 SL3770,Liquid,water,254,,0.88,,,2.62,,,,26,"Chen RZ, Craik SA, Bolton JR. Comparison of the action spectra and relative DNA absorbance spectra of microorganisms: information important for the determinationof germicidal fluence (UV dose) in an ultraviolet disinfectionofwater. WaterRes.2009 Dec;43(20):5087-96. DOI: 10.1016/j.watres. 2009.08.03"
,109,Bacteria,Salmonella Typhimurium,,,-,Surface,cheese,222,,1.76,,,1.31,,,,50,"Ha JW, Lee JI, Kang DH. Application of a 222-nm krypton-chlorine excilamp to control foodborne pathogens on sliced cheese surfaces and characterization of the bactericidal mechanisms. Int J Food Microbiol. 2017 Feb; 243:96-102. DOI:10.1016/j.ijfoodmicro. 2016.12.005"
,110,Bacteria,Salmonella Typhimurium,,,-,Surface,seed,222,,0.03,,,85.86,,,,57,"Kang JW, Lee JI, Jeong SY, Kim YM, Kang DH. Effect of 222-nm krypton-chloride excilamp treatment on inactivation of Escherichia coli O157:H7 and Salmonella Typhimuriumon alfalfa seeds and seed germination. Food Microbiol. 2019 Sep;82:171-6. DOI:10.1016/j.fm.2019.01.019"
,111,Bacteria,Salmonella Typhimurium,,,-,Surface,apple,222,,0.02,,,136.82,,,,58,"Kang JW, Kang DH. Decontamination Effect of the Spindleand 222-Nanometer Krypton-Chlorine Excimer Lamp Combination against Pathogens on Apples( Borkh.) and Bell Peppers ( L.).Appl Environ Microbiol. 2019 06;85(12).DOI:10.1128/AEM.00006-19"
,112,Bacteria,Salmonella Typhimurium,,,-,Surface,bell pepper,222,,0.02,,,132.79,,,,58,"Kang JW, Kang DH. Decontamination Effect of the Spindleand 222-Nanometer Krypton-Chlorine Excimer Lamp Combination against Pathogens on Apples( Borkh.) and Bell Peppers ( L.).Appl Environ Microbiol. 2019 06;85(12).DOI:10.1128/AEM.00006-19"
,113,Bacteria,Salmonella Typhimurium,,,-,Surface,cheese,254,,0.87,,,2.64,,,,50,"Ha JW, Lee JI, Kang DH. Application of a 222-nm krypton-chlorine excilamp to control foodborne pathogens on sliced cheese surfaces and characterization of the bactericidal mechanisms. Int J Food Microbiol. 2017 Feb; 243:96-102. DOI:10.1016/j.ijfoodmicro. 2016.12.005"
,114,Bacteria,Salmonella Typhimurium,,,-,Surface,seed,254,,0.02,,,141.08,,,,57,"Kang JW, Lee JI, Jeong SY, Kim YM, Kang DH. Effect of 222-nm krypton-chloride excilamp treatment on inactivation of Escherichia coli O157:H7 and Salmonella Typhimuriumon alfalfa seeds and seed germination. Food Microbiol. 2019 Sep;82:171-6. DOI:10.1016/j.fm.2019.01.019"
,115,Bacteria,Staphylococcus aureus,,,DSM1104,Liquid,-,222,,0.49,,,4.68,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,116,Bacteria,Staphylococcus aureus,,,MRSA,Liquid,PBS,222,,1.63,,,1.41,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,117,Bacteria,Staphylococcus aureus,,,ATCC25293,Liquid,-,222,,0.50,,,4.6,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,118,Bacteria,Staphylococcus aureus,,,NCIMB6571,Liquid,Ringer,222,,0.71,,,3.24,,,,45,"Matafonova GG, Batoev VB, Astakhova SA, Gómez M, Christofi N. Efficiency of KrCl excilamp (222nm) for inactivation of bacteria in suspension. Lett Appl Microbiol. 2008 Dec;47(6):508-13.DOI:10.1111/j.1472-765X.2008.02461.x"
,119,Bacteria,Staphylococcus aureus,,,43300,Liquid,PBS,222,,1.05,,,2.19,,,,46,"Taylor W, Camilleri E, Craft DL, Korza G, Granados MR, Peterson J, Szczpaniak R, Weller SK, Moeller R, Douki T, Mok WWK,Setlow P.DNA Damage Kills Bacterial Spores and Cells Exposed to222-Nanometer UV Radiation. Appl Environ Microbiol. 202004;86(8).DOI: 10.1128/AEM.03039-19"
,120,Bacteria,Staphylococcus aureus,,,DSM1105,Liquid,-,254,,0.95,,,2.43,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,121,Bacteria,Staphylococcus aureus,,,MRSA,Liquid,PBS,254,,1.61,,,1.43,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,122,Bacteria,Staphylococcus aureus,,,ATCC25293,Liquid,-,254,,0.95,,,2.43,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,123,Bacteria,Staphylococcus aureus,,,-,Surface,agar,207,,0.26,,,8.78,,,,63,"Sosnin EA, Avdeev SM, Kuznetzova EA, Lavrent’eva LV. A Bactericidal Barrier-Discharge KrBr Excilamp. Instrum Exp Tech.2005;48:663-6.DOI: 10.1007/s10786-005-0118-"
,124,Bacteria,Staphylococcus aureus,,,MRSA USA300,Surface,agar,207,,0.08,,,30.63,,,,11,"Buonanno M, Randers-Pehrson G, Bigelow AW, Trivedi S, Lowy FD, Spotnitz HM, Hammer SM, Brenner DJ. 207-nm UV light – a promising tool for safe low-cost reduction of surgical site infections.I: in vitro studies. PLoS One. 2013;8(10):e76968.DOI: 10.1371/journal.pone.0076968"
,373,Virus,Phage Phi6,dsRNA,Yes,-,Liquid,,254,LP Mercury,0.03,,,76.75,,0.002,,96,"Ma, Ben, Yarrow S. Linden, Patricia M. Gundy, Charles P. Gerba, Mark D. Sobsey, and Karl G. Linden. “Inactivation of Coronaviruses and Phage Phi6 from Irradiation across UVC Wavelengths.” Environmental Science & Technology Letters 8, no. 5 (May 11, 2021): 425–30. https://doi.org/10.1021/acs.estlett.1c00178."
,125,Bacteria,Staphylococcus aureus,,,MRSA USA300,Surface,-,222,,0.47,,,4.88,,,,47,"Nerandzic MM, Cadnum JL, Eckart KE, Donskey CJ. Evaluation of a hand-held far-ultraviolet radiation device for decontamination of Clostridium difficile and other healthcare-associated pathogens. BMC Infect Dis. 2012 May;12:120.DOI:10.1186/1471-2334-12-120"
,386,Virus,Adenovirus,dsDNA,No,Type 2,Liquid,,254,LP Mercury,0.03,,,71.96,,,,99,"Oh, Chamteut, Peter P. Sun, Elbashir Araud, and Thanh H. Nguyen. “Mechanism and Efficacy of Virus Inactivation by a Microplasma UV Lamp Generating Monochromatic UV Irradiation at 222 Nm.” Water Research 186 (November 1, 2020): 116386. https://doi.org/10.1016/j.watres.2020.116386."
,126,Bacteria,Staphylococcus aureus,,,MRSA USA300,Surface,agar,222,,0.90,,,2.56,,,,16,"Buonanno M, Ponnaiya B, Welch D, Stanislauskas M, Randers-Pehrson G, Smilenov L, Lowy FD, Owens DM, Brenner DJ.Germicidal Efficacy and Mammalian Skin Safety of 222-nm UV Light. RadiatRes. 2017 04;187(4):483-91. DOI:10.1667/RR0010CC.1"
,127,Bacteria,Staphylococcus aureus,,,MRSA USA300,Surface,naked mouse skin,222,,0.01,,,357.14,,,,64,"Ponnaiya B, Buonanno M, Welch D, Shuryak I, Randers-PehrsonG, BrennerDJ. Far-UVC light prevents MRSA infection of superficial wounds in vivo. PLoS One. 2018;13(2):e0192053.DOI: 10.1371/journal.pone.0192053"
,333,Virus,Polyomavirus,dsDNA,No,-,Liquid,PBS,254,,0.03,,,69,,,,30,Rauth AM. The Physical State of Viral Nucleic Acid and the Sensitivity of Viruses to Ultraviolet Light. Biophysical Journal. 1965;5:257-73. DOI: 10.1016/S0006-3495(65)86715-7
,128,Bacteria,Staphylococcus aureus,,,MRSA834,Surface,shaved mouse skin,222,,0.05,,,44.12,,,,17,"Narita K, Asano K, Morimoto Y, Igarashi T, Hamblin MR, Dai T, Nakane A. Disinfection and healing effects of 222-nm UVC light on methicillin-resistant Staphylococcus aureus infectionin mouse wounds.J Photochem Photobiol B. 2018 Jan;178:10-18. DOI:10.1016/j.jphotobiol.2017.10.03"
,129,Bacteria,Staphylococcus aureus,,,MRSA834,Surface,mouse wound,222,,0.02,,,120.97,,,,17,"Narita K, Asano K, Morimoto Y, Igarashi T, Hamblin MR, Dai T, Nakane A. Disinfection and healing effects of 222-nm UVC light on methicillin-resistant Staphylococcus aureus infectionin mouse wounds.J Photochem Photobiol B. 2018 Jan;178:10-18. DOI:10.1016/j.jphotobiol.2017.10.03"
